,title,media,time,host
0,"&#39;인생술집&#39; 박현빈, 현빈 오해해 해외 팬미팅 섭외 받아…배우 현빈씨가 노래도 불러주냐에 &#39;깜놀&#39;",톱스타뉴스,2019.02.01.,
1,"&#39;인생술집&#39; 김연자X한혜진X박현빈, 흥 넘치는 &#39;입담 파티&#39; [종합]",엑스포츠뉴스,2019.02.01.,네이버뉴스
2,"김연자, 인생 최대 고비 언급하다 &#39;복식웃음&#39; 왜 터졌나",시선뉴스,2019.02.01.,
3,"&#39;복식웃음&#39; 터뜨린 김연자, 인생 최대 고비 언급하다 갑자기 왜?",한국영농신문,2019.02.01.,
4,인천시의회 &quot;GTX-B 탈락 정부 발표 강력한 유감&quot;,인천일보,2019.02.01.,
5,휴일엔 ‘할리우드에서 아침을’… ‘요즘 가족’은 조카 바보,서울신문,"<span class=""newspaper"">20면",네이버뉴스
6,"‘인생술집’ 김연자 “남편 배신에 생활고, 우울증까지” 고백 [어제TV]",뉴스엔,2019.02.01.,네이버뉴스
7,&#39;인생술집&#39; 김연자 &quot;&#39;아모르파티&#39; 발매 전 우울증…日 20년 활동에도 돈 한 푼 안 남아&quot;,미디어펜,2019.02.01.,
8,"&#39;인생술집&#39; 한혜진 &quot;동명이인 연예인, 사건 사고 터졌을 때 신경 쓰여&quot;",마이데일리,2019.02.01.,네이버뉴스
9,&#39;인생술집&#39; 김연자 &quot;&#39;아모르파티&#39; 전 우울증 앓았다&quot; 고백,마이데일리,2019.02.01.,네이버뉴스
10,"&#39;인생술집&#39; 박현빈, 현빈 오해해 해외 팬미팅 섭외 받아…배우 현빈씨가 노래도 불러주냐에 &#39;깜놀&#39;",톱스타뉴스,2019.02.01.,
11,"&#39;인생술집&#39; 김연자X한혜진X박현빈, 흥 넘치는 &#39;입담 파티&#39; [종합]",엑스포츠뉴스,2019.02.01.,네이버뉴스
12,"김연자, 인생 최대 고비 언급하다 &#39;복식웃음&#39; 왜 터졌나",시선뉴스,2019.02.01.,
13,"&#39;복식웃음&#39; 터뜨린 김연자, 인생 최대 고비 언급하다 갑자기 왜?",한국영농신문,2019.02.01.,
14,인천시의회 &quot;GTX-B 탈락 정부 발표 강력한 유감&quot;,인천일보,2019.02.01.,
15,휴일엔 ‘할리우드에서 아침을’… ‘요즘 가족’은 조카 바보,서울신문,"<span class=""newspaper"">20면",네이버뉴스
16,"‘인생술집’ 김연자 “남편 배신에 생활고, 우울증까지” 고백 [어제TV]",뉴스엔,2019.02.01.,네이버뉴스
17,&#39;인생술집&#39; 김연자 &quot;&#39;아모르파티&#39; 발매 전 우울증…日 20년 활동에도 돈 한 푼 안 남아&quot;,미디어펜,2019.02.01.,
18,"&#39;인생술집&#39; 한혜진 &quot;동명이인 연예인, 사건 사고 터졌을 때 신경 쓰여&quot;",마이데일리,2019.02.01.,네이버뉴스
19,&#39;인생술집&#39; 김연자 &quot;&#39;아모르파티&#39; 전 우울증 앓았다&quot; 고백,마이데일리,2019.02.01.,네이버뉴스
20,"&#39;인생술집&#39; 박현빈, 현빈 오해해 해외 팬미팅 섭외 받아…배우 현빈씨가 노래도 불러주냐에 &#39;깜놀&#39;",톱스타뉴스,2019.02.01.,
21,"&#39;인생술집&#39; 김연자X한혜진X박현빈, 흥 넘치는 &#39;입담 파티&#39; [종합]",엑스포츠뉴스,2019.02.01.,네이버뉴스
22,"김연자, 인생 최대 고비 언급하다 &#39;복식웃음&#39; 왜 터졌나",시선뉴스,2019.02.01.,
23,"&#39;복식웃음&#39; 터뜨린 김연자, 인생 최대 고비 언급하다 갑자기 왜?",한국영농신문,2019.02.01.,
24,인천시의회 &quot;GTX-B 탈락 정부 발표 강력한 유감&quot;,인천일보,2019.02.01.,
25,휴일엔 ‘할리우드에서 아침을’… ‘요즘 가족’은 조카 바보,서울신문,"<span class=""newspaper"">20면",네이버뉴스
26,"‘인생술집’ 김연자 “남편 배신에 생활고, 우울증까지” 고백 [어제TV]",뉴스엔,2019.02.01.,네이버뉴스
27,&#39;인생술집&#39; 김연자 &quot;&#39;아모르파티&#39; 발매 전 우울증…日 20년 활동에도 돈 한 푼 안 남아&quot;,미디어펜,2019.02.01.,
28,"&#39;인생술집&#39; 한혜진 &quot;동명이인 연예인, 사건 사고 터졌을 때 신경 쓰여&quot;",마이데일리,2019.02.01.,네이버뉴스
29,&#39;인생술집&#39; 김연자 &quot;&#39;아모르파티&#39; 전 우울증 앓았다&quot; 고백,마이데일리,2019.02.01.,네이버뉴스
30,"&#39;인생술집&#39; 박현빈, 현빈 오해해 해외 팬미팅 섭외 받아…배우 현빈씨가 노래도 불러주냐에 &#39;깜놀&#39;",톱스타뉴스,2019.02.01.,
31,"&#39;인생술집&#39; 김연자X한혜진X박현빈, 흥 넘치는 &#39;입담 파티&#39; [종합]",엑스포츠뉴스,2019.02.01.,네이버뉴스
32,"김연자, 인생 최대 고비 언급하다 &#39;복식웃음&#39; 왜 터졌나",시선뉴스,2019.02.01.,
33,"&#39;복식웃음&#39; 터뜨린 김연자, 인생 최대 고비 언급하다 갑자기 왜?",한국영농신문,2019.02.01.,
34,인천시의회 &quot;GTX-B 탈락 정부 발표 강력한 유감&quot;,인천일보,2019.02.01.,
35,휴일엔 ‘할리우드에서 아침을’… ‘요즘 가족’은 조카 바보,서울신문,"<span class=""newspaper"">20면",네이버뉴스
36,"‘인생술집’ 김연자 “남편 배신에 생활고, 우울증까지” 고백 [어제TV]",뉴스엔,2019.02.01.,네이버뉴스
37,&#39;인생술집&#39; 김연자 &quot;&#39;아모르파티&#39; 발매 전 우울증…日 20년 활동에도 돈 한 푼 안 남아&quot;,미디어펜,2019.02.01.,
38,"&#39;인생술집&#39; 한혜진 &quot;동명이인 연예인, 사건 사고 터졌을 때 신경 쓰여&quot;",마이데일리,2019.02.01.,네이버뉴스
39,&#39;인생술집&#39; 김연자 &quot;&#39;아모르파티&#39; 전 우울증 앓았다&quot; 고백,마이데일리,2019.02.01.,네이버뉴스
40,"&#39;인생술집&#39; 박현빈, 현빈 오해해 해외 팬미팅 섭외 받아…배우 현빈씨가 노래도 불러주냐에 &#39;깜놀&#39;",톱스타뉴스,2019.02.01.,
41,"&#39;인생술집&#39; 김연자X한혜진X박현빈, 흥 넘치는 &#39;입담 파티&#39; [종합]",엑스포츠뉴스,2019.02.01.,네이버뉴스
